Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Platform Additional Memory Scope 3 Emissions,Platform Additional Storage Scope 3 Emissions,Platform Additional GPU Scope 3 Emissions,Platform Additional CPU Scope 3 Emissions,Total Platform Scope 3 Emissions  (kgCO?eq),Instance Hourly Manufacturing Emissions (gCO?eq),Hardware Information on AWS Documentation & Comments
x2gd.12xlarge,March 2021,48,64,Graviton2,768,1024,2x1425 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,153.60,230.40,307.20,460.80,0.0,0.0,0.0,0.0,22.5,#NAME?,#NAME?,#NAME?,#NAME?,1398.0,200.0,0.0,0.0,2598.0,56.4,
x2gd.16xlarge,March 2021,64,64,Graviton2,1024,1024,2x1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,204.80,307.20,409.60,614.40,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,1398.0,200.0,0.0,0.0,2598.0,75.2,
x2gd.metal,March 2021,64,64,Graviton2,1024,1024,2x1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,204.80,307.20,409.60,614.40,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,1398.0,200.0,0.0,0.0,2598.0,75.2,
z1d.large,July 2018,2,48,Xeon Platinum 8151,16,384,1 x 75 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,0.0,100.0,1810.4,2.2,Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.xlarge,July 2018,4,48,Xeon Platinum 8151,32,384,1 x 150 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,0.0,100.0,1810.4,4.4,Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.2xlarge,July 2018,8,48,Xeon Platinum 8151,64,384,1 x 300 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,16.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,0.0,100.0,1810.4,8.7,Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.3xlarge,July 2018,12,48,Xeon Platinum 8151,96,384,1 x 450 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,24.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,0.0,100.0,1810.4,13.1,Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.6xlarge,July 2018,24,48,Xeon Platinum 8151,192,384,1 x 900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,48.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,0.0,100.0,1810.4,26.2,Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.12xlarge,July 2018,48,48,Xeon Platinum 8151,384,384,2 x 900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,0.0,100.0,1810.4,52.4,Up to 4.0 GHz Intel Xeon Scalable Processors
z1d.metal,July 2018,48,48,Xeon Platinum 8151,384,384,2 x 900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,200.0,0.0,100.0,1810.4,52.4,Up to 4.0 GHz Intel Xeon Scalable Processors
cache.t2.micro,July 2014,1,48,Xeon E5-2676 v3,0.555,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.11,0.17,0.22,0.33,0.0,0.0,0.0,0.0,1.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,0.9,3.3 GHz Intel Scalable Processor
cache.t2.small,July 2014,1,48,Xeon E5-2676 v3,1.55,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.31,0.47,0.62,0.93,0.0,0.0,0.0,0.0,1.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,0.9,3.3 GHz Intel Scalable Processor
cache.t2.medium,July 2014,2,48,Xeon E5-2676 v3,3.22,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.64,0.97,1.29,1.93,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,1.8,3.3 GHz Intel Scalable Processor
cache.t3.micro,August 2018,2,96,Xeon Platinum 8175M,0.5,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
cache.t3.small,August 2018,2,96,Xeon Platinum 8175M,1.37,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
cache.t3.medium,August 2018,2,96,Xeon Platinum 8175M,3.09,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
cache.m3.medium,January 2014,1,32,Xeon E5-2670,3.75,384,1 x 4 (SSD),SSD,1,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.75,1.13,1.50,2.25,0.0,0.0,0.0,0.0,1.4,#NAME?,#NAME?,#NAME?,#NAME?,510.4,100.0,0.0,100.0,1710.4,1.5,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
cache.m4.large,June 2015,2,72,Xeon E5-2686 v4,6.42,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.28,1.93,2.57,3.85,0.0,0.0,0.0,0.0,1.6,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,1.2,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m4.xlarge,June 2015,4,72,Xeon E5-2686 v4,14.28,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,2.86,4.28,5.71,8.57,0.0,0.0,0.0,0.0,3.2,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,2.3,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m4.2xlarge,June 2015,8,72,Xeon E5-2686 v4,29.7,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,5.94,8.91,11.88,17.82,0.0,0.0,0.0,0.0,6.4,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,4.6,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m4.4xlarge,June 2015,16,72,Xeon E5-2686 v4,60.78,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.16,18.23,24.31,36.47,0.0,0.0,0.0,0.0,12.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,9.2,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m4.10xlarge,June 2015,40,48,Xeon E5-2676 v3,154.64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,30.93,46.39,61.86,92.78,0.0,0.0,0.0,0.0,40.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,100.0,1432.9,34.5,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
cache.m5.large,November 2017,2,96,Xeon Platinum 8259CL,6.38,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,1.8,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.xlarge,November 2017,4,96,Xeon Platinum 8259CL,12.93,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,3.5,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.9,Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.2xlarge,November 2017,8,96,Xeon Platinum 8259CL,26.04,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,7.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,3.9,Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.4xlarge,November 2017,16,96,Xeon Platinum 8259CL,52.26,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,14.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,7.8,Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.12xlarge,November 2017,48,96,Xeon Platinum 8259CL,157.12,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,42.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,23.3,Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m5.24xlarge,November 2017,96,96,Xeon Platinum 8259CL,314.32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,84.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,46.6,Up to 3.1 GHz Intel Xeon Platinum 8175M
cache.m6g.large,December 2019,2,64,Graviton2,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,1.60,2.40,3.20,4.80,0.0,0.0,0.0,0.0,0.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,1.2,AWS Graviton2 (ARM)
cache.m6g.xlarge,December 2019,4,64,Graviton2,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,1.9,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,2.4,AWS Graviton2 (ARM)
cache.m6g.2xlarge,December 2019,8,64,Graviton2,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,3.8,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,4.8,AWS Graviton2 (ARM)
cache.m6g.4xlarge,December 2019,16,64,Graviton2,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,7.5,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,9.6,AWS Graviton2 (ARM)
cache.m6g.8xlarge,December 2019,32,64,Graviton2,128,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,15.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,19.3,AWS Graviton2 (ARM)
cache.m6g.12xlarge,December 2019,48,64,Graviton2,192,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,38.40,57.60,76.80,115.20,0.0,0.0,0.0,0.0,22.5,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,28.9,AWS Graviton2 (ARM)
cache.m6g.16xlarge,December 2019,64,64,Graviton2,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,332.9,0.0,0.0,0.0,1332.9,38.6,AWS Graviton2 (ARM)
cache.r3.2xlarge,April 2014,8,40,Xeon E5-2670 v2,61,244,1 x 160 (SSD),SSD,1,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.20,18.30,24.40,36.60,0.0,0.0,0.0,0.0,9.2,#NAME?,#NAME?,#NAME?,#NAME?,316.2,100.0,0.0,100.0,1516.2,8.8,Intel Xeon Ivy Bridge Processors
cache.r4.large,November 2016,2,72,Xeon E5-2686 v4,12.3,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,2.46,3.69,4.92,7.38,0.0,0.0,0.0,0.0,1.6,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,1.4,2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.xlarge,November 2016,4,72,Xeon E5-2686 v4,25.05,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,5.01,7.52,10.02,15.03,0.0,0.0,0.0,0.0,3.2,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,2.8,2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.2xlarge,November 2016,8,72,Xeon E5-2686 v4,50.47,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,10.09,15.14,20.19,30.28,0.0,0.0,0.0,0.0,6.4,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,5.6,2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.4xlarge,November 2016,16,72,Xeon E5-2686 v4,101.38,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,20.28,30.41,40.55,60.83,0.0,0.0,0.0,0.0,12.9,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,11.3,2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.8xlarge,November 2016,32,72,Xeon E5-2686 v4,203.26,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,40.65,60.98,81.30,121.96,0.0,0.0,0.0,0.0,25.8,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,22.6,2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r4.16xlarge,November 2016,64,72,Xeon E5-2686 v4,407,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,81.40,122.10,162.80,244.20,0.0,0.0,0.0,0.0,51.6,#NAME?,#NAME?,#NAME?,#NAME?,654.6,0.0,0.0,100.0,1754.6,45.1,2.3 GHz Intel Xeon E5-2686 v4 Processor
cache.r5.large,July 2018,2,96,Xeon Platinum 8175M,13.07,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,1.3,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.xlarge,July 2018,4,96,Xeon Platinum 8175M,26.32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,4.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,2.6,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.2xlarge,July 2018,8,96,Xeon Platinum 8175M,52.82,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,8.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,5.2,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.4xlarge,July 2018,16,96,Xeon Platinum 8175M,105.81,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,16.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,10.3,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.12xlarge,July 2018,48,96,Xeon Platinum 8175M,317.77,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,48.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,31.0,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r5.24xlarge,July 2018,96,96,Xeon Platinum 8175M,635.61,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,96.0,#NAME?,#NAME?,#NAME?,#NAME?,1042.9,0.0,0.0,100.0,2142.9,62.0,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
cache.r6g.large,December 2019,2,64,Graviton2,16,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,3.20,4.80,6.40,9.60,0.0,0.0,0.0,0.0,0.9,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,1.5,AWS Graviton2 (ARM)
cache.r6g.xlarge,December 2019,4,64,Graviton2,32,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,6.40,9.60,12.80,19.20,0.0,0.0,0.0,0.0,1.9,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,3.1,AWS Graviton2 (ARM)
cache.r6g.2xlarge,December 2019,8,64,Graviton2,64,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,12.80,19.20,25.60,38.40,0.0,0.0,0.0,0.0,3.8,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,6.1,AWS Graviton2 (ARM)
cache.r6g.4xlarge,December 2019,16,64,Graviton2,128,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,25.60,38.40,51.20,76.80,0.0,0.0,0.0,0.0,7.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,12.2,AWS Graviton2 (ARM)
cache.r6g.8xlarge,December 2019,32,64,Graviton2,256,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,51.20,76.80,102.40,153.60,0.0,0.0,0.0,0.0,15.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,24.4,AWS Graviton2 (ARM)
cache.r6g.12xlarge,December 2019,48,64,Graviton2,384,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,76.80,115.20,153.60,230.40,0.0,0.0,0.0,0.0,22.5,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,36.6,AWS Graviton2 (ARM)
cache.r6g.16xlarge,December 2019,64,64,Graviton2,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,102.40,153.60,204.80,307.20,0.0,0.0,0.0,0.0,30.0,#NAME?,#NAME?,#NAME?,#NAME?,687.9,0.0,0.0,0.0,1687.9,48.8,AWS Graviton2 (ARM)
t3.small.elasticsearch,August 2018,2,96,Xeon Platinum 8175M,2,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
t3.medium.elasticsearch,August 2018,2,96,Xeon Platinum 8175M,4,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,2.5 GHz Intel Scalable Processor
t2.micro.elasticsearch,July 2014,1,48,Xeon E5-2676 v3,1,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.20,0.30,0.40,0.60,0.0,0.0,0.0,0.0,1.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,0.9,3.3 GHz Intel Scalable Processor
t2.small.elasticsearch,July 2014,1,48,Xeon E5-2676 v3,2,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.40,0.60,0.80,1.20,0.0,0.0,0.0,0.0,1.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,0.9,3.3 GHz Intel Scalable Processor
t2.medium.elasticsearch,July 2014,2,48,Xeon E5-2676 v3,4,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,0.80,1.20,1.60,2.40,0.0,0.0,0.0,0.0,2.0,#NAME?,#NAME?,#NAME?,#NAME?,377.2,0.0,0.0,100.0,1477.2,1.8,3.3 GHz Intel Scalable Processor
m5.large.elasticsearch,November 2017,2,96,Xeon Platinum 8259CL,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,1.8,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.0,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.xlarge.elasticsearch,November 2017,4,96,Xeon Platinum 8259CL,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,3.5,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,1.9,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.2xlarge.elasticsearch,November 2017,8,96,Xeon Platinum 8259CL,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,7.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,3.9,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.4xlarge.elasticsearch,November 2017,16,96,Xeon Platinum 8259CL,64,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,14.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,7.8,Up to 3.1 GHz Intel Xeon Platinum 8175M
m5.12xlarge.elasticsearch,November 2017,48,96,Xeon Platinum 8259CL,192,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,0.0,0.0,0.0,0.0,42.0,#NAME?,#NAME?,#NAME?,#NAME?,510.4,0.0,0.0,100.0,1610.4,23.3,Up to 3.1 GHz Intel Xeon Platinum 8175M
